date,coin,open,high,low,close,volume,tweet_count,avg_score,pct_positive,pct_negative,pct_neutral,sentiment_gap
2020-04-20,BTC,7186.87353515625,7240.29052734375,6835.5029296875,6881.95849609375,37747113936,0,1.0,0.0,1.0,0.0,True
2020-04-21,BTC,6879.7841796875,6934.5517578125,6834.4423828125,6880.3232421875,32589741511,1,2.0,0.0,0.0,1.0,False
2020-04-22,BTC,6879.4404296875,7145.86572265625,6867.78173828125,7117.20751953125,33249153866,0,2.0,0.0,0.0,1.0,True
2020-04-23,BTC,7121.30615234375,7491.78515625,7081.5947265625,7429.724609375,43500782316,1,3.0,1.0,0.0,0.0,False
2020-04-24,BTC,7434.181640625,7574.19580078125,7434.181640625,7550.90087890625,34636526286,1,2.0,0.0,0.0,1.0,False
2020-04-25,BTC,7550.48291015625,7641.36376953125,7521.67236328125,7569.93603515625,32941541447,1,3.0,1.0,0.0,0.0,False
2020-04-26,BTC,7570.13916015625,7700.59423828125,7561.40771484375,7679.8671875,33070154491,0,3.0,1.0,0.0,0.0,True
2020-04-27,BTC,7679.4189453125,7795.60107421875,7679.4189453125,7795.60107421875,36162144725,2,2.5,0.5,0.0,0.5,False
2020-04-28,BTC,7796.97021484375,7814.52734375,7730.806640625,7807.05859375,33187959921,0,2.5,0.5,0.0,0.5,True
2020-04-29,BTC,7806.71240234375,8871.75390625,7786.04931640625,8801.0380859375,60201052203,2,2.0,0.0,0.0,1.0,False
2020-04-30,BTC,8797.669921875,9440.650390625,8533.255859375,8658.5537109375,66964629541,1,2.0,0.0,0.0,1.0,False
2020-05-01,BTC,8672.7822265625,9048.0234375,8667.763671875,8864.7666015625,44068389997,0,2.0,0.0,0.0,1.0,True
2020-05-02,BTC,8869.0576171875,9007.1875,8811.3662109375,8988.5966796875,40134388683,0,2.0,0.0,0.0,1.0,True
2020-05-03,BTC,8983.6142578125,9167.78125,8830.9716796875,8897.46875,47101785174,1,3.0,1.0,0.0,0.0,False
2020-05-04,BTC,8895.7451171875,8956.90625,8645.0244140625,8912.654296875,45718796276,1,3.0,1.0,0.0,0.0,False
2020-05-05,BTC,8912.83203125,9062.4150390625,8856.8271484375,9003.0703125,43148462663,0,3.0,1.0,0.0,0.0,True
2020-05-06,BTC,9007.44140625,9411.4677734375,8966.7060546875,9268.76171875,49371886931,1,3.0,1.0,0.0,0.0,False
2020-05-07,BTC,9261.8955078125,9992.6640625,9138.322265625,9951.5185546875,61112700562,0,3.0,1.0,0.0,0.0,True
2020-05-08,BTC,9936.162109375,9996.7431640625,9767.1728515625,9842.666015625,51780748042,1,2.0,0.0,0.0,1.0,False
2020-05-09,BTC,9840.90625,9913.86328125,9580.64453125,9593.896484375,46566121841,0,2.0,0.0,0.0,1.0,True
2020-05-10,BTC,9591.1689453125,9595.5810546875,8395.107421875,8756.4306640625,63325279337,0,2.0,0.0,0.0,1.0,True
2020-05-11,BTC,8755.53515625,9033.470703125,8374.3232421875,8601.7958984375,57119858802,0,2.0,0.0,0.0,1.0,True
2020-05-12,BTC,8610.3857421875,8949.8984375,8569.6435546875,8804.4775390625,42142717533,2,2.5,0.5,0.0,0.5,False
2020-05-13,BTC,8805.3876953125,9317.87890625,8805.3876953125,9269.9873046875,45558144023,0,2.5,0.5,0.0,0.5,True
2020-05-14,BTC,9271.3291015625,9793.2685546875,9255.03515625,9733.7216796875,56426907637,1,3.0,1.0,0.0,0.0,False
2020-05-15,BTC,9734.291015625,9755.828125,9261.3984375,9328.197265625,48158802327,2,2.5,0.5,0.0,0.5,False
2020-05-16,BTC,9333.240234375,9564.205078125,9260.6943359375,9377.013671875,36164766408,2,2.5,0.5,0.0,0.5,False
2020-05-17,BTC,9374.9296875,9823.001953125,9349.5458984375,9670.7392578125,40084250663,2,2.0,0.0,0.0,1.0,False
2020-05-18,BTC,9675.6953125,9906.0302734375,9570.359375,9726.5751953125,41827139896,1,3.0,1.0,0.0,0.0,False
2020-05-19,BTC,9727.0634765625,9836.0478515625,9539.6240234375,9729.0380859375,39254288955,1,2.0,0.0,0.0,1.0,False
2020-05-20,BTC,9725.3291015625,9804.7939453125,9447.201171875,9522.9814453125,36546239703,0,2.0,0.0,0.0,1.0,True
2020-05-21,BTC,9522.740234375,9555.2421875,8869.9306640625,9081.76171875,39326160532,1,3.0,1.0,0.0,0.0,False
2020-05-22,BTC,9080.3349609375,9232.9365234375,9008.638671875,9182.5771484375,29810773699,0,3.0,1.0,0.0,0.0,True
2020-05-23,BTC,9185.0625,9302.501953125,9118.1083984375,9209.287109375,27727866812,0,3.0,1.0,0.0,0.0,True
2020-05-24,BTC,9212.283203125,9288.404296875,8787.2509765625,8790.3681640625,32518803300,1,3.0,1.0,0.0,0.0,False
2020-05-25,BTC,8786.107421875,8951.005859375,8719.66796875,8906.9345703125,31288157264,2,2.5,0.5,0.0,0.5,False
2020-05-26,BTC,8909.5859375,8991.9677734375,8757.2939453125,8835.052734375,29584186947,0,2.5,0.5,0.0,0.5,True
2020-05-27,BTC,8837.380859375,9203.3203125,8834.1572265625,9181.017578125,32740536902,0,2.5,0.5,0.0,0.5,True
2020-05-28,BTC,9184.9453125,9546.3193359375,9148.45703125,9525.7509765625,34367073114,2,3.0,1.0,0.0,0.0,False
2020-05-29,BTC,9528.35546875,9573.6669921875,9379.3388671875,9439.1240234375,32896642044,0,3.0,1.0,0.0,0.0,True
2020-05-30,BTC,9438.9140625,9704.0302734375,9366.7294921875,9700.4140625,32722975141,0,3.0,1.0,0.0,0.0,True
2020-05-31,BTC,9700.10546875,9700.34375,9432.296875,9461.05859375,27773290299,0,3.0,1.0,0.0,0.0,True
2020-06-01,BTC,9463.60546875,10199.5654296875,9450.8994140625,10167.2685546875,35198901068,1,3.0,1.0,0.0,0.0,False
2020-06-02,BTC,10162.9736328125,10182.3408203125,9460.5712890625,9529.8037109375,39137252109,2,1.5,0.0,0.5,0.5,False
2020-06-03,BTC,9533.7607421875,9682.859375,9471.8466796875,9656.7177734375,25007459262,0,1.5,0.0,0.5,0.5,True
2020-06-04,BTC,9655.8544921875,9887.6103515625,9525.2470703125,9800.63671875,25921805072,1,3.0,1.0,0.0,0.0,False
2020-06-05,BTC,9800.2158203125,9869.2373046875,9663.216796875,9665.533203125,23509628646,0,3.0,1.0,0.0,0.0,True
2020-06-06,BTC,9664.904296875,9773.431640625,9591.0244140625,9653.6796875,20438419222,1,3.0,1.0,0.0,0.0,False
2020-06-07,BTC,9653.0029296875,9768.498046875,9458.150390625,9758.8525390625,25015250846,2,2.5,0.5,0.0,0.5,False
2020-06-08,BTC,9760.0634765625,9782.306640625,9675.8857421875,9771.4892578125,21486346312,0,2.5,0.5,0.0,0.5,True
2020-06-09,BTC,9774.3603515625,9836.369140625,9664.7197265625,9795.7001953125,23717842783,1,3.0,1.0,0.0,0.0,False
2020-06-10,BTC,9794.119140625,9908.896484375,9728.291015625,9870.0947265625,25706567601,0,3.0,1.0,0.0,0.0,True
2020-06-11,BTC,9870.078125,9938.2978515625,9263.0693359375,9321.78125,30247143440,1,2.0,0.0,0.0,1.0,False
2020-06-12,BTC,9320.6904296875,9540.4658203125,9285.8515625,9480.84375,22610564515,0,2.0,0.0,0.0,1.0,True
2020-06-13,BTC,9480.7353515625,9493.2119140625,9396.009765625,9475.27734375,17564322315,2,3.0,1.0,0.0,0.0,False
2020-06-14,BTC,9477.5537109375,9482.2705078125,9347.59375,9386.7880859375,18991732746,1,2.0,0.0,0.0,1.0,False
2020-06-15,BTC,9386.03515625,9504.8603515625,8990.17578125,9450.7021484375,26699704768,0,2.0,0.0,0.0,1.0,True
2020-06-16,BTC,9454.2666015625,9579.4306640625,9400.4453125,9538.0244140625,21565537209,0,2.0,0.0,0.0,1.0,True
2020-06-17,BTC,9533.7841796875,9540.4228515625,9327.33984375,9480.2548828125,20177709879,1,2.0,0.0,0.0,1.0,False
2020-06-18,BTC,9481.5673828125,9482.7822265625,9328.3955078125,9411.8408203125,17770083003,1,1.0,0.0,1.0,0.0,False
2020-06-19,BTC,9410.2939453125,9440.8759765625,9274.2958984375,9288.0185546875,19632223107,0,1.0,0.0,1.0,0.0,True
2020-06-20,BTC,9290.9599609375,9394.9716796875,9247.3798828125,9332.3408203125,17130541557,0,1.0,0.0,1.0,0.0,True
2020-06-21,BTC,9330.9267578125,9401.107421875,9300.4306640625,9303.6298828125,15324301169,0,1.0,0.0,1.0,0.0,True
2020-06-22,BTC,9300.9150390625,9655.0732421875,9296.8720703125,9648.7177734375,21104009514,0,,,,,True
2020-06-23,BTC,9644.076171875,9670.541015625,9547.2470703125,9629.658203125,17006433272,0,,,,,True
2020-06-24,BTC,9632.1494140625,9680.3671875,9278.2333984375,9313.6103515625,18961716076,0,,,,,True
2020-06-25,BTC,9314.126953125,9340.1611328125,9095.32421875,9264.8134765625,18616048626,0,,,,,True
2020-06-26,BTC,9260.9951171875,9310.5166015625,9101.73828125,9162.91796875,18341465837,1,3.0,1.0,0.0,0.0,False
2020-06-27,BTC,9167.82421875,9207.810546875,8998.216796875,9045.390625,17273093144,1,2.0,0.0,0.0,1.0,False
2020-06-28,BTC,9048.4609375,9197.546875,8975.525390625,9143.58203125,14560870760,0,2.0,0.0,0.0,1.0,True
2020-06-29,BTC,9140.029296875,9237.5732421875,9041.8759765625,9190.8544921875,16460547078,0,2.0,0.0,0.0,1.0,True
2020-06-30,BTC,9185.5810546875,9217.8359375,9084.837890625,9137.9931640625,15735797744,0,2.0,0.0,0.0,1.0,True
2020-07-01,BTC,9145.9853515625,9309.7548828125,9104.7353515625,9228.3251953125,15971550355,0,,,,,True
2020-07-02,BTC,9231.1396484375,9274.962890625,9036.623046875,9123.41015625,16338916796,0,,,,,True
2020-07-03,BTC,9124.8427734375,9202.3447265625,9058.794921875,9087.3037109375,13078970999,0,,,,,True
2020-07-04,BTC,9084.2333984375,9183.2958984375,9053.6298828125,9132.48828125,12290528515,0,,,,,True
2020-07-05,BTC,9126.0908203125,9162.18359375,8977.015625,9073.9423828125,12903406143,0,,,,,True
2020-07-06,BTC,9072.849609375,9375.474609375,9058.6640625,9375.474609375,17889263252,0,,,,,True
2020-07-07,BTC,9349.1611328125,9360.6171875,9201.8154296875,9252.27734375,13839652595,0,,,,,True
2020-07-08,BTC,9253.0205078125,9450.3359375,9249.5,9428.3330078125,19702359883,0,,,,,True
2020-07-09,BTC,9427.994140625,9431.37890625,9234.9990234375,9277.9677734375,18000702524,0,,,,,True
2020-07-10,BTC,9273.357421875,9287.4716796875,9118.001953125,9278.8076171875,16860035605,1,1.0,0.0,1.0,0.0,False
2020-07-11,BTC,9277.51171875,9293.5322265625,9199.4853515625,9240.3466796875,13249910444,1,2.0,0.0,0.0,1.0,False
2020-07-12,BTC,9241.0546875,9319.4189453125,9197.4501953125,9276.5,14452361907,0,2.0,0.0,0.0,1.0,True
2020-07-13,BTC,9277.205078125,9306.4052734375,9224.29296875,9243.6142578125,17519821266,1,2.0,0.0,0.0,1.0,False
2020-07-14,BTC,9238.703125,9283.841796875,9171.6611328125,9243.2138671875,18085038362,1,2.0,0.0,0.0,1.0,False
